,Entity,Code,Year,Solar (% electricity),Wind (% electricity),Solar (TWh – sub method),Wind (TWh – sub method)
969,Finland,FIN,2002,0.0,0.08,0.005,0.173
970,Finland,FIN,2003,0.0,0.107,0.006,0.25
971,Finland,FIN,2004,0.0,0.14,0.007,0.326
972,Finland,FIN,2005,0.0,0.242,0.007,0.453
973,Finland,FIN,2006,0.0,0.195,0.009,0.408
974,Finland,FIN,2007,0.0,0.235,0.01,0.5
975,Finland,FIN,2008,0.0,0.338,0.01,0.688
976,Finland,FIN,2009,0.0,0.39,0.011,0.726
977,Finland,FIN,2010,0.0,0.361,0.012,0.767
978,Finland,FIN,2011,0.014,0.656,0.014,1.248
979,Finland,FIN,2012,0.014,0.699,0.015,1.273
980,Finland,FIN,2013,0.014,1.085,0.017,1.981
981,Finland,FIN,2014,0.015,1.637,0.02,2.818
982,Finland,FIN,2015,0.015,3.408,0.028,5.946
983,Finland,FIN,2016,0.029,4.483,0.056,7.793
984,Finland,FIN,2017,0.074,7.15,0.124,12.109
985,Finland,FIN,2018,0.129,8.345,0.226,14.659
986,Finland,FIN,2019,0.219,8.804,0.368,15.07
987,Finland,FIN,2020,0.32,11.554,0.638,19.862
988,France,FRA,1985,0.0,0.0,0.0,0.0
989,France,FRA,1986,0.0,0.0,0.0,0.0
990,France,FRA,1987,0.0,0.0,0.0,0.0
991,France,FRA,1988,0.0,0.0,0.0,0.0
992,France,FRA,1989,0.0,0.0,0.0,0.0
993,France,FRA,1990,0.0,0.0,0.0,0.001
994,France,FRA,1991,0.0,0.0,0.0,0.001
995,France,FRA,1992,0.0,0.0,0.004,0.001
996,France,FRA,1993,0.0,0.0,0.005,0.007
997,France,FRA,1994,0.0,0.0,0.005,0.013
998,France,FRA,1995,0.0,0.0,0.006,0.013
999,France,FRA,1996,0.0,0.002,0.007,0.021
1000,France,FRA,1997,0.0,0.002,0.009,0.031
1001,France,FRA,1998,0.0,0.004,0.011,0.054
1002,France,FRA,1999,0.0,0.008,0.013,0.103
1003,France,FRA,2000,0.002,0.009,0.015,0.133
1004,France,FRA,2001,0.002,0.024,0.017,0.362
1005,France,FRA,2002,0.002,0.049,0.019,0.727
1006,France,FRA,2003,0.002,0.069,0.021,1.057
1007,France,FRA,2004,0.002,0.104,0.023,1.611
1008,France,FRA,2005,0.002,0.168,0.028,2.588
1009,France,FRA,2006,0.002,0.383,0.032,5.832
1010,France,FRA,2007,0.004,0.722,0.048,10.811
1011,France,FRA,2008,0.007,1.0,0.111,15.031
1012,France,FRA,2009,0.032,1.49,0.456,20.757
1013,France,FRA,2010,0.11,1.761,1.617,25.93
1014,France,FRA,2011,0.411,2.18,5.385,31.232
1015,France,FRA,2012,0.781,2.677,10.344,38.915
1016,France,FRA,2013,0.9,2.798,12.123,41.103
1017,France,FRA,2014,1.129,3.059,15.048,43.9
1018,France,FRA,2015,1.35,3.732,18.374,54.011
1019,France,FRA,2016,1.55,3.827,20.533,53.585
1020,France,FRA,2017,1.725,4.426,22.757,61.359
1021,France,FRA,2018,1.891,4.967,25.877,70.91
1022,France,FRA,2019,2.162,6.15,29.089,85.715
1023,France,FRA,2020,2.544,7.554,32.257,100.175
1024,Germany,DEU,1985,0.0,0.0,0.0,0.0
1025,Germany,DEU,1986,0.0,0.0,0.0,0.003
1026,Germany,DEU,1987,0.0,0.0,0.0,0.006
1027,Germany,DEU,1988,0.0,0.001,0.0,0.022
1028,Germany,DEU,1989,0.0,0.005,0.0,0.072
1029,Germany,DEU,1990,0.0,0.013,0.003,0.197
1030,Germany,DEU,1991,0.0,0.041,0.003,0.278
1031,Germany,DEU,1992,0.0,0.054,0.011,0.764
1032,Germany,DEU,1993,0.0,0.128,0.008,1.667
1033,Germany,DEU,1994,0.002,0.272,0.019,2.525
1034,Germany,DEU,1995,0.002,0.321,0.019,4.167
1035,Germany,DEU,1996,0.002,0.378,0.033,5.644
1036,Germany,DEU,1997,0.004,0.553,0.05,8.239
1037,Germany,DEU,1998,0.007,0.831,0.097,12.469
1038,Germany,DEU,1999,0.005,1.001,0.083,15.356
1039,Germany,DEU,2000,0.01,1.634,0.167,26.425
1040,Germany,DEU,2001,0.021,1.798,0.21,29.002
1041,Germany,DEU,2002,0.033,2.725,0.444,43.284
1042,Germany,DEU,2003,0.051,3.168,0.853,50.981
1043,Germany,DEU,2004,0.092,4.264,1.508,69.053
1044,Germany,DEU,2005,0.209,4.527,3.448,73.243
1045,Germany,DEU,2006,0.352,4.973,5.934,82.087
1046,Germany,DEU,2007,0.487,6.407,8.168,105.488
1047,Germany,DEU,2008,0.698,6.535,11.668,107.105
1048,Germany,DEU,2009,1.117,6.693,17.27,101.391
1049,Germany,DEU,2010,1.878,6.172,30.582,100.506
1050,Germany,DEU,2011,3.239,8.239,50.79,129.203
1051,Germany,DEU,2012,4.252,8.33,67.949,133.115
1052,Germany,DEU,2013,4.913,8.356,79.393,135.02
1053,Germany,DEU,2014,5.817,9.436,91.759,148.87
1054,Germany,DEU,2015,6.046,12.586,97.968,203.96
1055,Germany,DEU,2016,5.926,12.43,95.809,200.992
1056,Germany,DEU,2017,6.099,16.36,98.503,264.233
1057,Germany,DEU,2018,6.869,17.377,113.791,273.27
1058,Germany,DEU,2019,7.403,21.0,114.877,311.741
1059,Germany,DEU,2020,8.616,23.4,124.836,323.107
1060,Greece,GRC,1985,0.0,0.0,0.0,0.0
1061,Greece,GRC,1986,0.0,0.0,0.0,0.0
1062,Greece,GRC,1987,0.0,0.003,0.0,0.003
1063,Greece,GRC,1988,0.0,0.003,0.0,0.003
1064,Greece,GRC,1989,0.0,0.003,0.0,0.003
1065,Greece,GRC,1990,0.0,0.0,0.0,0.006
1066,Greece,GRC,1991,0.0,0.0,0.0,0.006
1067,Greece,GRC,1992,0.0,0.027,0.0,0.022
1068,Greece,GRC,1993,0.0,0.131,0.0,0.131
1069,Greece,GRC,1994,0.0,0.099,0.0,0.103
1070,Greece,GRC,1995,0.0,0.073,0.0,0.094
1071,Greece,GRC,1996,0.0,0.094,0.0,0.1
1072,Greece,GRC,1997,0.0,0.092,0.0,0.103
1073,Greece,GRC,1998,0.0,0.152,0.0,0.203
1074,Greece,GRC,1999,0.0,0.324,0.0,0.45
1075,Greece,GRC,2000,0.0,0.842,0.0,1.253
1076,Greece,GRC,2001,0.0,1.432,0.0,2.086
1077,Greece,GRC,2002,0.0,1.205,0.0,1.785
1078,Greece,GRC,2003,0.0,1.762,0.0,2.782
1079,Greece,GRC,2004,0.0,1.905,0.003,3.035
1080,Greece,GRC,2005,0.0,2.137,0.003,3.405
1081,Greece,GRC,2006,0.0,2.825,0.003,4.541
1082,Greece,GRC,2007,0.0,2.902,0.003,4.829
1083,Greece,GRC,2008,0.016,3.56,0.013,5.918
1084,Greece,GRC,2009,0.082,4.159,0.131,6.671
1085,Greece,GRC,2010,0.279,4.723,0.412,7.076
1086,Greece,GRC,2011,1.031,5.609,1.581,8.591
1087,Greece,GRC,2012,2.782,6.337,4.363,9.917
1088,Greece,GRC,2013,6.39,7.248,9.34,10.597
1089,Greece,GRC,2014,7.527,7.329,9.65,9.388
1090,Greece,GRC,2015,7.525,8.914,9.866,11.69
1091,Greece,GRC,2016,7.223,9.465,9.883,12.941
1092,Greece,GRC,2017,7.231,10.04,9.979,13.842
1093,Greece,GRC,2018,7.117,11.831,9.421,15.659
1094,Greece,GRC,2019,9.123,14.971,10.966,17.993
1095,Greece,GRC,2020,9.248,19.347,12.02,22.958
1096,Hong Kong,HKG,1985,0.0,0.0,0.0,0.0
1097,Hong Kong,HKG,1986,0.0,0.0,0.0,0.0
1098,Hong Kong,HKG,1987,0.0,0.0,0.0,0.0
1099,Hong Kong,HKG,1988,0.0,0.0,0.0,0.0
1100,Hong Kong,HKG,1989,0.0,0.0,0.0,0.0
1101,Hong Kong,HKG,1990,0.0,0.0,0.0,0.0
1102,Hong Kong,HKG,1991,0.0,0.0,0.0,0.0
1103,Hong Kong,HKG,1992,0.0,0.0,0.0,0.0
1104,Hong Kong,HKG,1993,0.0,0.0,0.0,0.0
1105,Hong Kong,HKG,1994,0.0,0.0,0.0,0.0
1106,Hong Kong,HKG,1995,0.0,0.0,0.0,0.0
1107,Hong Kong,HKG,1996,0.0,0.0,0.0,0.0
1108,Hong Kong,HKG,1997,0.0,0.0,0.0,0.0
1109,Hong Kong,HKG,1998,0.0,0.0,0.0,0.0
1110,Hong Kong,HKG,1999,0.0,0.0,0.0,0.0
1111,Hong Kong,HKG,2000,0.0,0.0,0.0,0.0
1112,Hong Kong,HKG,2001,0.0,0.0,0.0,0.0
1113,Hong Kong,HKG,2002,0.0,0.0,0.0,0.0
1114,Hong Kong,HKG,2003,0.0,0.0,0.0,0.0
1115,Hong Kong,HKG,2004,0.0,0.0,0.0,0.0
1116,Hong Kong,HKG,2005,0.0,0.0,0.0,0.0
1117,Hong Kong,HKG,2006,0.0,0.0,0.0,0.002
1118,Hong Kong,HKG,2007,0.0,0.0,0.0,0.002
1119,Hong Kong,HKG,2008,0.0,0.0,0.0,0.002
1120,Hong Kong,HKG,2009,0.0,0.0,0.0,0.003
1121,Hong Kong,HKG,2010,0.0,0.0,0.001,0.003
1122,Hong Kong,HKG,2011,0.0,0.0,0.002,0.002
1123,Hong Kong,HKG,2012,0.0,0.0,0.002,0.003
1124,Hong Kong,HKG,2013,0.0,0.0,0.003,0.002
1125,Hong Kong,HKG,2014,0.0,0.0,0.003,0.002
1126,Hong Kong,HKG,2015,0.0,0.0,0.003,0.002
1127,Hong Kong,HKG,2016,0.0,0.0,0.002,0.001
1128,Hong Kong,HKG,2017,0.029,0.0,0.002,0.003
1129,Hong Kong,HKG,2018,0.029,0.0,0.003,0.002
1130,Hong Kong,HKG,2019,0.029,0.0,0.003,0.002
1131,Hong Kong,HKG,2020,0.03,0.0,0.003,0.002
1132,Hungary,HUN,1985,0.0,0.0,0.0,0.0
1133,Hungary,HUN,1986,0.0,0.0,0.0,0.0
1134,Hungary,HUN,1987,0.0,0.0,0.0,0.0
1135,Hungary,HUN,1988,0.0,0.0,0.0,0.0
1136,Hungary,HUN,1989,0.0,0.0,0.0,0.0
1137,Hungary,HUN,1990,0.0,0.0,0.0,0.0
1138,Hungary,HUN,1991,0.0,0.0,0.0,0.0
1139,Hungary,HUN,1992,0.0,0.0,0.0,0.0
1140,Hungary,HUN,1993,0.0,0.0,0.0,0.0
1141,Hungary,HUN,1994,0.0,0.0,0.0,0.0
1142,Hungary,HUN,1995,0.0,0.0,0.0,0.0
1143,Hungary,HUN,1996,0.0,0.0,0.0,0.0
1144,Hungary,HUN,1997,0.0,0.0,0.0,0.0
1145,Hungary,HUN,1998,0.0,0.0,0.0,0.0
1146,Hungary,HUN,1999,0.0,0.0,0.0,0.0
1147,Hungary,HUN,2000,0.0,0.0,0.0,0.0
1148,Hungary,HUN,2001,0.0,0.0,0.0,0.003
1149,Hungary,HUN,2002,0.0,0.0,0.0,0.003
1150,Hungary,HUN,2003,0.0,0.0,0.0,0.011
1151,Hungary,HUN,2004,0.0,0.03,0.0,0.016
1152,Hungary,HUN,2005,0.0,0.028,0.0,0.027
1153,Hungary,HUN,2006,0.0,0.112,0.0,0.115
1154,Hungary,HUN,2007,0.0,0.275,0.0,0.292
1155,Hungary,HUN,2008,0.0,0.5,0.003,0.541
1156,Hungary,HUN,2009,0.0,0.919,0.003,0.868
1157,Hungary,HUN,2010,0.0,1.418,0.003,1.374
1158,Hungary,HUN,2011,0.0,1.749,0.003,1.622
1159,Hungary,HUN,2012,0.029,2.224,0.021,1.986
1160,Hungary,HUN,2013,0.066,2.38,0.064,1.838
1161,Hungary,HUN,2014,0.239,2.249,0.171,1.671
1162,Hungary,HUN,2015,0.462,2.278,0.357,1.753
1163,Hungary,HUN,2016,0.754,2.138,0.614,1.72
1164,Hungary,HUN,2017,1.066,2.315,0.873,1.895
1165,Hungary,HUN,2018,1.973,1.91,1.563,1.509
1166,Hungary,HUN,2019,4.387,2.135,3.707,1.805
1167,Hungary,HUN,2020,7.073,1.869,5.85,1.586
1168,Iceland,ISL,1985,0.0,0.0,0.0,0.0
1169,Iceland,ISL,1986,0.0,0.0,0.0,0.0
1170,Iceland,ISL,1987,0.0,0.0,0.0,0.0
1171,Iceland,ISL,1988,0.0,0.0,0.0,0.0
1172,Iceland,ISL,1989,0.0,0.0,0.0,0.0
1173,Iceland,ISL,1990,0.0,0.0,0.0,0.0
1174,Iceland,ISL,1991,0.0,0.0,0.0,0.0
1175,Iceland,ISL,1992,0.0,0.0,0.0,0.0
1176,Iceland,ISL,1993,0.0,0.0,0.0,0.0
1177,Iceland,ISL,1994,0.0,0.0,0.0,0.0
1178,Iceland,ISL,1995,0.0,0.0,0.0,0.0
1179,Iceland,ISL,1996,0.0,0.0,0.0,0.0
1180,Iceland,ISL,1997,0.0,0.0,0.0,0.0
1181,Iceland,ISL,1998,0.0,0.0,0.0,0.0
1182,Iceland,ISL,1999,0.0,0.0,0.0,0.0
1183,Iceland,ISL,2000,0.0,0.0,0.0,0.0
1184,Iceland,ISL,2001,0.0,0.0,0.0,0.0
1185,Iceland,ISL,2002,0.0,0.0,0.0,0.0
1186,Iceland,ISL,2003,0.0,0.0,0.0,0.0
1187,Iceland,ISL,2004,0.0,0.0,0.0,0.0
1188,Iceland,ISL,2005,0.0,0.0,0.0,0.0
1189,Iceland,ISL,2006,0.0,0.0,0.0,0.0
1190,Iceland,ISL,2007,0.0,0.0,0.0,0.0
1191,Iceland,ISL,2008,0.0,0.0,0.0,0.0
1192,Iceland,ISL,2009,0.0,0.0,0.0,0.0
1193,Iceland,ISL,2010,0.0,0.0,0.0,0.0
1194,Iceland,ISL,2011,0.0,0.0,0.0,0.0
1195,Iceland,ISL,2012,0.0,0.0,0.0,0.0
1196,Iceland,ISL,2013,0.0,0.0,0.0,0.014
1197,Iceland,ISL,2014,0.0,0.055,0.0,0.021
1198,Iceland,ISL,2015,0.0,0.053,0.0,0.028
1199,Iceland,ISL,2016,0.0,0.054,0.0,0.023
1200,Iceland,ISL,2017,0.0,0.052,0.0,0.02
1201,Iceland,ISL,2018,0.0,0.0,0.0,0.011
1202,Iceland,ISL,2019,0.0,0.051,0.0,0.016
1203,Iceland,ISL,2020,0.0,0.052,0.0,0.016
1204,India,IND,1985,0.0,0.0,0.0,0.0
1205,India,IND,1986,0.0,0.0,0.0,0.0
1206,India,IND,1987,0.0,0.0,0.0,0.0
1207,India,IND,1988,0.0,0.0,0.0,0.0
1208,India,IND,1989,0.0,0.0,0.0,0.0
1209,India,IND,1990,0.0,0.011,0.0,0.084
1210,India,IND,1991,0.0,0.035,0.0,0.314
1211,India,IND,1992,0.0,0.026,0.0,0.246
1212,India,IND,1993,0.0,0.026,0.0,0.263
1213,India,IND,1994,0.0,0.049,0.0,0.531
1214,India,IND,1995,0.0,0.116,0.003,1.379
1215,India,IND,1996,0.001,0.198,0.017,2.44
1216,India,IND,1997,0.001,0.211,0.017,2.744
1217,India,IND,1998,0.001,0.214,0.017,2.997
1218,India,IND,1999,0.001,0.264,0.017,4.017
1219,India,IND,2000,0.002,0.277,0.02,4.394
1220,India,IND,2001,0.002,0.357,0.031,5.754
1221,India,IND,2002,0.002,0.343,0.036,5.717
1222,India,IND,2003,0.003,0.407,0.044,7.096
1223,India,IND,2004,0.003,0.749,0.049,14.145
1224,India,IND,2005,0.003,0.85,0.049,16.115
1225,India,IND,2006,0.001,1.255,0.019,24.958
1226,India,IND,2007,0.008,1.467,0.157,31.032
1227,India,IND,2008,0.007,1.736,0.166,37.955
1228,India,IND,2009,0.009,1.849,0.197,42.686
1229,India,IND,2010,0.012,2.076,0.295,50.73
1230,India,IND,2011,0.08,2.316,2.143,62.072
1231,India,IND,2012,0.192,2.512,5.407,70.66
1232,India,IND,2013,0.299,2.618,8.789,76.826
1233,India,IND,2014,0.389,2.651,12.493,85.14
1234,India,IND,2015,0.499,2.486,16.611,82.828
1235,India,IND,2016,0.825,3.1,29.061,109.275
1236,India,IND,2017,1.464,3.577,53.861,131.562
1237,India,IND,2018,2.301,3.82,90.297,149.896
1238,India,IND,2019,2.886,3.948,114.569,156.78
1239,India,IND,2020,3.761,3.873,144.779,149.082
1240,Indonesia,IDN,1985,0.0,0.0,0.0,0.0
1241,Indonesia,IDN,1986,0.0,0.0,0.0,0.0
1242,Indonesia,IDN,1987,0.0,0.0,0.0,0.0
1243,Indonesia,IDN,1988,0.0,0.0,0.0,0.0
1244,Indonesia,IDN,1989,0.0,0.0,0.0,0.0
1245,Indonesia,IDN,1990,0.0,0.0,0.0,0.0
1246,Indonesia,IDN,1991,0.0,0.0,0.0,0.0
1247,Indonesia,IDN,1992,0.0,0.0,0.0,0.0
1248,Indonesia,IDN,1993,0.0,0.0,0.0,0.0
1249,Indonesia,IDN,1994,0.0,0.0,0.0,0.0
1250,Indonesia,IDN,1995,0.0,0.0,0.0,0.0
1251,Indonesia,IDN,1996,0.0,0.0,0.0,0.0
1252,Indonesia,IDN,1997,0.0,0.0,0.0,0.0
1253,Indonesia,IDN,1998,0.0,0.0,0.0,0.0
1254,Indonesia,IDN,1999,0.0,0.0,0.0,0.0
1255,Indonesia,IDN,2000,0.0,0.0,0.0,0.0
1256,Indonesia,IDN,2001,0.0,0.0,0.0,0.0
1257,Indonesia,IDN,2002,0.0,0.0,0.0,0.0
1258,Indonesia,IDN,2003,0.0,0.0,0.0,0.0
1259,Indonesia,IDN,2004,0.0,0.0,0.0,0.0
1260,Indonesia,IDN,2005,0.0,0.0,0.0,0.0
1261,Indonesia,IDN,2006,0.0,0.0,0.0,0.0
1262,Indonesia,IDN,2007,0.0,0.0,0.0,0.0
1263,Indonesia,IDN,2008,0.0,0.0,0.0,0.001
1264,Indonesia,IDN,2009,0.0,0.0,0.0,0.01
1265,Indonesia,IDN,2010,0.0,0.0,0.001,0.01
1266,Indonesia,IDN,2011,0.0,0.0,0.002,0.012
1267,Indonesia,IDN,2012,0.0,0.0,0.008,0.012
1268,Indonesia,IDN,2013,0.005,0.0,0.014,0.0
1269,Indonesia,IDN,2014,0.004,0.0,0.017,0.0
1270,Indonesia,IDN,2015,0.004,0.0,0.013,0.009
1271,Indonesia,IDN,2016,0.008,0.004,0.053,0.014
1272,Indonesia,IDN,2017,0.012,0.0,0.073,0.0
1273,Indonesia,IDN,2018,0.007,0.071,0.05,0.467
1274,Indonesia,IDN,2019,0.018,0.172,0.134,1.194
1275,Indonesia,IDN,2020,0.018,0.171,1.166,1.166
1276,Iran,IRN,1985,0.0,0.0,0.0,0.0
1277,Iran,IRN,1986,0.0,0.0,0.0,0.0
1278,Iran,IRN,1987,0.0,0.0,0.0,0.0
1279,Iran,IRN,1988,0.0,0.0,0.0,0.0
1280,Iran,IRN,1989,0.0,0.0,0.0,0.0
1281,Iran,IRN,1990,0.0,0.0,0.0,0.0
1282,Iran,IRN,1991,0.0,0.0,0.0,0.0
1283,Iran,IRN,1992,0.0,0.0,0.0,0.0
1284,Iran,IRN,1993,0.0,0.0,0.0,0.0
1285,Iran,IRN,1994,0.0,0.0,0.0,0.0
1286,Iran,IRN,1995,0.0,0.0,0.0,0.0
1287,Iran,IRN,1996,0.0,0.0,0.0,0.0
1288,Iran,IRN,1997,0.0,0.0,0.0,0.0
1289,Iran,IRN,1998,0.0,0.0,0.0,0.0
1290,Iran,IRN,1999,0.0,0.032,0.0,0.097
1291,Iran,IRN,2000,0.0,0.035,0.0,0.101
1292,Iran,IRN,2001,0.0,0.024,0.0,0.093
1293,Iran,IRN,2002,0.0,0.023,0.0,0.083
1294,Iran,IRN,2003,0.0,0.021,0.0,0.075
1295,Iran,IRN,2004,0.0,0.032,0.0,0.125
1296,Iran,IRN,2005,0.0,0.042,0.0,0.191
1297,Iran,IRN,2006,0.0,0.071,0.0,0.335
1298,Iran,IRN,2007,0.0,0.073,0.0,0.374
1299,Iran,IRN,2008,0.0,0.099,0.001,0.517
1300,Iran,IRN,2009,0.0,0.106,0.001,0.593
1301,Iran,IRN,2010,0.0,0.073,0.002,0.545
1302,Iran,IRN,2011,0.0,0.097,0.002,0.553
1303,Iran,IRN,2012,0.0,0.088,0.002,0.526
1304,Iran,IRN,2013,0.0,0.154,0.002,0.541
1305,Iran,IRN,2014,0.0,0.139,0.002,0.503
1306,Iran,IRN,2015,0.0,0.083,0.004,0.613
1307,Iran,IRN,2016,0.0,0.092,0.013,0.665
1308,Iran,IRN,2017,0.031,0.107,0.215,0.766
1309,Iran,IRN,2018,0.117,0.178,0.551,1.455
1310,Iran,IRN,2019,0.138,0.176,0.704,1.553
1311,Iran,IRN,2020,0.145,0.184,0.791,1.553
1312,Iraq,IRQ,1985,0.0,0.0,0.0,0.0
1313,Iraq,IRQ,1986,0.0,0.0,0.0,0.0
1314,Iraq,IRQ,1987,0.0,0.0,0.0,0.0
1315,Iraq,IRQ,1988,0.0,0.0,0.0,0.0
1316,Iraq,IRQ,1989,0.0,0.0,0.0,0.0
1317,Iraq,IRQ,1990,0.0,0.0,0.0,0.0
1318,Iraq,IRQ,1991,0.0,0.0,0.0,0.0
1319,Iraq,IRQ,1992,0.0,0.0,0.0,0.0
1320,Iraq,IRQ,1993,0.0,0.0,0.0,0.0
1321,Iraq,IRQ,1994,0.0,0.0,0.0,0.0
1322,Iraq,IRQ,1995,0.0,0.0,0.0,0.0
1323,Iraq,IRQ,1996,0.0,0.0,0.0,0.0
1324,Iraq,IRQ,1997,0.0,0.0,0.0,0.0
1325,Iraq,IRQ,1998,0.0,0.0,0.0,0.0
1326,Iraq,IRQ,1999,0.0,0.0,0.0,0.0
1327,Iraq,IRQ,2000,0.0,0.0,0.0,0.0
1328,Iraq,IRQ,2001,0.0,0.0,0.0,0.0
1329,Iraq,IRQ,2002,0.0,0.0,0.0,0.0
1330,Iraq,IRQ,2003,0.0,0.0,0.0,0.0
1331,Iraq,IRQ,2004,0.0,0.0,0.0,0.0
1332,Iraq,IRQ,2005,0.0,0.0,0.0,0.0
1333,Iraq,IRQ,2006,0.0,0.0,0.0,0.0
1334,Iraq,IRQ,2007,0.0,0.0,0.0,0.0
1335,Iraq,IRQ,2008,0.0,0.0,0.0,0.0
1336,Iraq,IRQ,2009,0.0,0.0,0.0,0.0
1337,Iraq,IRQ,2010,0.0,0.0,0.0,0.0
1338,Iraq,IRQ,2011,0.0,0.0,0.0,0.0
1339,Iraq,IRQ,2012,0.0,0.0,0.0,0.0
1340,Iraq,IRQ,2013,0.091,0.0,0.119,0.0
1341,Iraq,IRQ,2014,0.094,0.0,0.146,0.0
1342,Iraq,IRQ,2015,0.093,0.0,0.145,0.0
1343,Iraq,IRQ,2016,0.08,0.0,0.144,0.0
1344,Iraq,IRQ,2017,0.073,0.0,0.143,0.0
1345,Iraq,IRQ,2018,0.077,0.0,0.936,0.0
1346,Iraq,IRQ,2019,0.066,0.0,0.932,0.0
1347,Iraq,IRQ,2020,0.067,0.0,0.929,0.0
1348,Ireland,IRL,1985,0.0,0.0,0.0,0.0
1349,Ireland,IRL,1986,0.0,0.0,0.0,0.0
1350,Ireland,IRL,1987,0.0,0.0,0.0,0.0
1351,Ireland,IRL,1988,0.0,0.0,0.0,0.0
1352,Ireland,IRL,1989,0.0,0.0,0.0,0.0
1353,Ireland,IRL,1990,0.0,0.0,0.0,0.0
1354,Ireland,IRL,1991,0.0,0.0,0.0,0.0
1355,Ireland,IRL,1992,0.0,0.0,0.0,0.014
1356,Ireland,IRL,1993,0.0,0.062,0.0,0.042
1357,Ireland,IRL,1994,0.0,0.119,0.0,0.053
1358,Ireland,IRL,1995,0.0,0.114,0.0,0.044
1359,Ireland,IRL,1996,0.0,0.053,0.0,0.039
1360,Ireland,IRL,1997,0.0,0.254,0.0,0.139
1361,Ireland,IRL,1998,0.0,0.814,0.0,0.47
1362,Ireland,IRL,1999,0.0,0.873,0.0,0.52
1363,Ireland,IRL,2000,0.0,1.014,0.0,0.678
1364,Ireland,IRL,2001,0.0,1.339,0.0,0.922
1365,Ireland,IRL,2002,0.0,1.57,0.0,1.064
1366,Ireland,IRL,2003,0.0,1.81,0.0,1.237
1367,Ireland,IRL,2004,0.0,2.577,0.0,1.773
1368,Ireland,IRL,2005,0.0,4.333,0.0,2.991
1369,Ireland,IRL,2006,0.0,5.976,0.0,4.336
1370,Ireland,IRL,2007,0.0,6.909,0.0,5.203
1371,Ireland,IRL,2008,0.0,8.055,0.0,6.363
1372,Ireland,IRL,2009,0.0,10.583,0.001,7.754
1373,Ireland,IRL,2010,0.0,9.979,0.001,7.34
1374,Ireland,IRL,2011,0.0,16.127,0.001,11.353
1375,Ireland,IRL,2012,0.0,14.781,0.002,10.332
1376,Ireland,IRL,2013,0.0,17.755,0.002,11.629
1377,Ireland,IRL,2014,0.0,19.915,0.002,13.083
1378,Ireland,IRL,2015,0.0,23.381,0.004,16.631
1379,Ireland,IRL,2016,0.033,20.344,0.013,15.463
1380,Ireland,IRL,2017,0.033,24.266,0.027,18.612
1381,Ireland,IRL,2018,0.065,27.961,0.041,21.473
1382,Ireland,IRL,2019,0.13,32.617,0.053,24.81
1383,Ireland,IRL,2020,0.188,36.094,0.053,28.506
1384,Israel,ISR,1985,0.0,0.0,0.0,0.0
1385,Israel,ISR,1986,0.0,0.0,0.0,0.0
1386,Israel,ISR,1987,0.0,0.0,0.0,0.0
1387,Israel,ISR,1988,0.0,0.0,0.0,0.0
1388,Israel,ISR,1989,0.0,0.0,0.0,0.0
1389,Israel,ISR,1990,0.0,0.0,0.0,0.0
1390,Israel,ISR,1991,0.0,0.0,0.0,0.0
1391,Israel,ISR,1992,0.0,0.0,0.0,0.0
1392,Israel,ISR,1993,0.0,0.0,0.0,0.0
1393,Israel,ISR,1994,0.0,0.0,0.0,0.0
1394,Israel,ISR,1995,0.0,0.0,0.0,0.0
1395,Israel,ISR,1996,0.0,0.0,0.0,0.0
1396,Israel,ISR,1997,0.0,0.0,0.0,0.0
1397,Israel,ISR,1998,0.0,0.0,0.0,0.0
1398,Israel,ISR,1999,0.0,0.0,0.0,0.0
1399,Israel,ISR,2000,0.0,0.0,0.0,0.0
1400,Israel,ISR,2001,0.0,0.024,0.0,0.028
1401,Israel,ISR,2002,0.0,0.023,0.0,0.03
1402,Israel,ISR,2003,0.0,0.023,0.0,0.033
1403,Israel,ISR,2004,0.0,0.023,0.0,0.03
1404,Israel,ISR,2005,0.0,0.022,0.0,0.03
1405,Israel,ISR,2006,0.0,0.021,0.0,0.027
1406,Israel,ISR,2007,0.0,0.02,0.0,0.027
1407,Israel,ISR,2008,0.0,0.019,0.0,0.024
1408,Israel,ISR,2009,0.039,0.019,0.063,0.024
1409,Israel,ISR,2010,0.127,0.018,0.183,0.021
1410,Israel,ISR,2011,0.339,0.018,0.498,0.018
1411,Israel,ISR,2012,0.624,0.017,0.95,0.015
1412,Israel,ISR,2013,0.85,0.017,1.265,0.015
1413,Israel,ISR,2014,1.468,0.017,2.139,0.015
1414,Israel,ISR,2015,1.853,0.017,3.077,0.017
1415,Israel,ISR,2016,2.44,0.079,4.113,0.017
1416,Israel,ISR,2017,2.378,0.284,4.108,0.017
1417,Israel,ISR,2018,2.426,0.278,4.543,0.017
1418,Israel,ISR,2019,4.828,0.264,7.712,0.017
1419,Israel,ISR,2020,5.94,0.336,13.542,0.017
1420,Italy,ITA,1985,0.0,0.0,0.0,0.0
1421,Italy,ITA,1986,0.0,0.0,0.0,0.0
1422,Italy,ITA,1987,0.0,0.0,0.0,0.0
1423,Italy,ITA,1988,0.0,0.0,0.0,0.0
1424,Italy,ITA,1989,0.001,0.001,0.006,0.006
1425,Italy,ITA,1990,0.0,0.0,0.011,0.005
1426,Italy,ITA,1991,0.0,0.0,0.014,0.008
1427,Italy,ITA,1992,0.004,0.0,0.025,0.005
